exchId,regId,offerRegId,regName,currencyId,regType,deskId,F_hedgeFlagList,regStatus,exchProperty,memo,openDate,optId,acctid,thirdSystemId,fixFlag,regPermitList,grantStkTypeList,custodianInstitution
1,05110831,05110831,zj股东深,RMB,0,,SPEC,0,0,,20220829194202,99990,05110830,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
X,hq789,hq789,888,RMB,0,,SPEC,0,2,,20220903160037,99990,0909090,2301,,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,100000,100000,100000,RMB,0,,SPEC,0,0,,20220606000000,99990,100000,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,200000,200000,200000,RMB,0,,SPEC,0,0,,20220606000000,99990,100000,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,ZDSH01,ZDSH01,ZDSH股东,RMB,0,,SPEC,0,0,,20220812194127,99990,10012345,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,ZDSZ01,ZDSZ01,ZDSZ股东,RMB,0,,SPEC,0,0,,20220812194127,99990,10012345,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,101159,101159,101159,RMB,0,,SPEC,0,0,,20220902221536,99990,10114589,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,101159,101159,101159,RMB,0,,SPEC,0,0,,20220902224603,99990,1011569,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,BT10117861,BT10117861,BT沪东方,RMB,0,,SPEC,0,0,,20220830160412,99990,101178,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,BT10117862,BT10117862,BT深东方,RMB,0,,SPEC,0,0,,20220830160412,99990,101178,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,102,102,102,RMB,0,,SPEC,0,0,,20220916132811,99990,102,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,458855,458855,458855,RMB,0,,SPEC,0,0,,20220913170149,99990,105289,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,hu110796,hu110796,zj沪A资金股东,RMB,0,,SPEC,0,0,,20220930105249,gscfCY,110785,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
1,shen110796,shen110796,zj深A资金股东,RMB,0,,SPEC,0,0,,20220930105249,gscfCY,110785,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,1111111,1111111,1111111,RMB,0,,SPEC,0,0,,20220831112941,99990,111,2301,0.0,,ALL,
F,1111,1111,1111,RMB,0,,SPEC,0,1,,20220920145727,99990,1111,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,11111,11111,11111,RMB,0,,SPEC,0,0,,20220921092904,99990,11111,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
1,1111,1111,1111,RMB,0,,SPEC,0,0,,20220928162657,gscflll,1111111,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,1120,1120,cremains,RMB,0,,SPEC,0,0,,20220608000000,99990,1120,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1121,1121,cremains,RMB,0,,SPEC,0,0,,20220608000000,99990,1120,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,SH005500,SH005500,SH,RMB,0,,SPEC,0,0,,20220430000000,99990,112233445566,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,SZ006600,SZ006600,SZ,RMB,0,,SPEC,0,0,,20220430000000,99990,112233445566,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
F,ZJ898,ZJ898,ZJ898,RMB,0,,SPEC,0,1,,20220831191220,99990,12273501,2301,,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^R0^U1^U2,
X,121212,121212,121212,RMB,0,,SPEC,0,2,,20220903173626,99990,1227zll,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,123,123,rttt,RMB,0,,SPEC,0,0,,20220901170815,99990,123,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
6,12312,12312,12312,RMB,0,,SPEC,0,0,,20220902220206,99990,1231,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,1111,1111,1111,RMB,0,,SPEC,0,0,,20220902220958,99990,1232,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
F,qh001,qh001,qh001,RMB,0,,SPEC,0,1,,20220903173135,99990,1232131,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
F,121212,121212,121212,RMB,0,,SPEC,0,1,,20220920141741,99990,1234332,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,020220527,020220527,ER,RMB,0,15810,SPEC,0,0,,20220527000000,99990,12344555556666666,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1202205270,1202205270,34,RMB,0,15810,SPEC,0,0,,20220527000000,99990,12344555556666666,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,223qweASDZXCASDQWEQ1,223qweASDZXCASDQWEQ1,cs阿松大QWE！@#￥%……&*（）??啊实打实打算啊实打实打算1231321312313213213213213213213213213213213213213213213213213212319,RMB,0,22345678,SPEC,0,0,,20220825140810,99990,123asdASD,2301,0.0,0^1^2^3^4^5^6^7^8^9^A^B^C^D,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,ZLSH01,ZLSH01,ZLSH股东,RMB,0,,SPEC,0,0,,20220822145547,99990,138865591900,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,ZLSZ01,ZLSZ01,ZLSZ股东,RMB,0,,SPEC,0,0,,20220822145547,99990,138865591900,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,8208820,8208820,8208820,RMB,0,,SPEC,0,0,,20220903161135,99990,140222,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
F,147,147,147,RMB,0,,SPEC,0,1,,20220903182052,99990,147,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,101148,101148,101148,RMB,0,,SPEC,0,0,,20220903142826,99990,14758962365,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,101147,101147,101147,RMB,0,,SPEC,0,0,,20220903142709,99990,14758962369,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,11222,11222,22333,RMB,0,,SPEC,0,0,,20220831000000,99990,156,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^F2^M0^R0^U1^U2,
F,1731,1731,1731,RMB,0,,SPEC,0,1,,20220926173159,99990,1731,2301,,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,8965741230,8965741230,8965741230,RMB,0,,SPEC,0,0,,20220902223743,88wl,19852,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,MISH01,MISH01,MI沪A,RMB,0,,SPEC,0,0,,20220815155609,99990,20012345,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,MISZ01,MISZ01,MI深A,RMB,0,,SPEC,0,0,,20220815155609,99990,20012345,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,34333,3333,222,RMB,0,,SPEC,0,0,,20220831155524,99990,2020,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^R0^U1^U2,
1,2332332,222,3333,RMB,0,,SPEC,0,0,,20220831155524,99990,2020,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^R0^U1^U2,
0,0A20220016,0A20220016,0A20220016,RMB,0,,SPEC,0,0,,20220907181313,99990,202200000016,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220018,0A20220018,0A20220018,RMB,0,,SPEC,0,0,,20220908103634,99990,202200000018,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220022,0A20220022,0A20220022,RMB,0,,SPEC,0,0,,20220907132104,99990,202200000022,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220024,0A20220024,0A20220024,RMB,0,,SPEC,0,0,,20220907144654,99990,202200000024,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220029,0A20220029,0A20220029,RMB,0,,SPEC,0,0,,20220926095204,99990,202200000029,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220043,0A20220043,0A20220043,RMB,0,,SPEC,0,0,,20220922092904,99990,202200000043,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220048,0A20220048,0A20220048,RMB,0,,SPEC,0,0,,20220920113333,99990,202200000048,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220050,0A20220050,0A20220050,RMB,0,,SPEC,0,0,,20220907114314,99990,202200000050,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
F,0A20220055,0A20220055,0A20220055,RMB,0,,SPEC,0,1,,20221011143345,99990,202200000055,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220061,0A20220061,0A20220061,RMB,0,,SPEC,0,0,,20220908151334,99990,202200000061,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220073,0A20220073,0A20220073,RMB,0,,SPEC,0,0,,20220920113854,99990,202200000073,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220077,0A20220077,0A20220077,RMB,0,,SPEC,0,0,,20220908150925,99990,202200000077,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220079,0A20220079,0A20220079,RMB,0,,SPEC,0,0,,20220907172024,99990,202200000079,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220098,0A20220098,0A20220098,RMB,0,,SPEC,0,0,,20221006092854,99990,202200000098,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A2022010,0A2022010,0A2022010,RMB,0,,SPEC,0,0,,20220922182253,99990,20220000010,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
1,1A2022010,1A2022010,1A2022010,RMB,0,,SPEC,0,0,,20220922182253,99990,20220000010,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,0A20220111,0A20220111,0A20220111,RMB,0,,SPEC,0,0,,20220922164403,99990,202200000111,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220115,0A20220115,0A20220115,RMB,0,,SPEC,0,0,,20220923095207,99990,202200000115,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
F,0A20220141,0A20220141,0A20220141,RMB,0,,SPEC,0,1,,20220921180521,99990,202200000141,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220143,0A20220143,0A20220143,RMB,0,,SPEC,0,0,,20221005095154,99990,202200000143,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220145,0A20220145,0A20220145,RMB,0,,SPEC,0,0,,20220919182450,99990,202200000145,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220146,0A20220146,0A20220146,RMB,0,,SPEC,0,0,,20220920134325,99990,202200000146,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
F,0A20220153,0A20220153,0A20220153,RMB,0,,SPEC,0,1,,20221011144106,99990,202200000153,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220156,0A20220156,0A20220156,RMB,0,,SPEC,0,0,,20220907173755,99990,202200000156,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220159,0A20220159,0A20220159,RMB,0,,SPEC,0,0,,20220906150434,99990,202200000159,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220161,0A20220161,0A20220161,RMB,0,,SPEC,0,0,,20220907173215,99990,202200000161,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220165,0A20220165,0A20220165,RMB,0,,SPEC,0,0,,20220916095205,99990,202200000165,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220170,0A20220170,0A20220170,RMB,0,,SPEC,0,0,,20220919181304,99990,202200000170,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
F,0A20220171,0A20220171,0A20220171,RMB,0,,SPEC,0,1,,20221011150126,99990,202200000171,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
F,0A20220174,0A20220174,0A20220174,RMB,0,,SPEC,0,1,,20220921180051,99990,202200000174,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220182,0A20220182,0A20220182,RMB,0,,SPEC,0,0,,20220920095355,99990,202200000182,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220185,0A20220185,0A20220185,RMB,0,,SPEC,0,0,,20220919174048,99990,202200000185,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220189,0A20220189,0A20220189,RMB,0,,SPEC,0,0,,20220908111044,99990,202200000189,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220205,0A20220205,0A20220205,RMB,0,,SPEC,0,0,,20220926092905,99990,202200000205,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A2022021,0A2022021,0A2022021,RMB,0,,SPEC,0,0,,20220923111605,99990,20220000021,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
1,1A2022021,1A2022021,1A2022021,RMB,0,,SPEC,0,0,,20220923111605,99990,20220000021,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,0A20220212,0A20220212,0A20220212,RMB,0,,SPEC,0,0,,20220920095725,99990,202200000212,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220217,0A20220217,0A20220217,RMB,0,,SPEC,0,0,,20221003092855,99990,202200000217,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220221,0A20220221,0A20220221,RMB,0,,SPEC,0,0,,20220920101346,99990,202200000221,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220222,0A20220222,0A20220222,RMB,0,,SPEC,0,0,,20220920095355,99990,202200000222,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
F,0A20220233,0A20220233,0A20220233,RMB,0,,SPEC,0,1,,20221013141703,99990,202200000233,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220236,0A20220236,0A20220236,RMB,0,,SPEC,0,0,,20220919180615,99990,202200000236,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A2022024,0A2022024,0A2022024,RMB,0,,SPEC,0,0,,20220922090102,99990,20220000024,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
1,1A2022024,1A2022024,1A2022024,RMB,0,,SPEC,0,0,,20220922090102,99990,20220000024,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,0A20220240,0A20220240,0A20220240,RMB,0,,SPEC,0,0,,20220914095206,99990,202200000240,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220244,0A20220244,0A20220244,RMB,0,,SPEC,0,0,,20221007092855,99990,202200000244,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220246,0A20220246,0A20220246,RMB,0,,SPEC,0,0,,20221004092855,99990,202200000246,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220271,0A20220271,0A20220271,RMB,0,,SPEC,0,0,,20221005092855,99990,202200000271,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220274,0A20220274,0A20220274,RMB,0,,SPEC,0,0,,20220907181236,99990,202200000274,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220280,0A20220280,0A20220280,RMB,0,,SPEC,0,0,,20220908111135,99990,202200000280,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220294,0A20220294,0A20220294,RMB,0,,SPEC,0,0,,20220907134737,99990,202200000294,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220328,0A20220328,0A20220328,RMB,0,,SPEC,0,0,,20220920114106,99990,202200000328,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A2022033,0A2022033,0A2022033,RMB,0,,SPEC,0,0,,20220928092301,99990,20220000033,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
1,1A2022033,1A2022033,1A2022033,RMB,0,,SPEC,0,0,,20220928092301,99990,20220000033,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,0A20220333,0A20220333,0A20220333,RMB,0,,SPEC,0,0,,20221014105037,99990,202200000333,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A2022035,0A2022035,0A2022035,RMB,0,,SPEC,0,0,,20220921154005,99990,20220000035,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
1,1A2022035,1A2022035,1A2022035,RMB,0,,SPEC,0,0,,20220921154005,99990,20220000035,2301,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,0A20220355,0A20220355,0A20220355,RMB,0,,SPEC,0,0,,20220920095207,99990,202200000355,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220360,0A20220360,0A20220360,RMB,0,,SPEC,0,0,,20220922095207,99990,202200000360,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
0,0A20220364,0A20220364,0A20220364,RMB,0,,SPEC,0,0,,20220914105907,99990,202200000364,2301,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^U1^U2^F1^E1^E3^F2^M0^R0^N0^N1,
