instituTionId,inStituTionName,contactor,telephone,email,address,postCode,memo,openDate,optId,predix,IsMac,OPTIDCount,Status,StkTypeList,IsAuto,ProdAcctTypeList,isSupportALGO,isSupportInterALGO,isDSAOrderFlag,isWorkOrderFlag
503,503开户流程验证,,,,,,,20220929092855.0,99990,A503,N,9999,0,,N,0^1^2^3,N,N,N,N
507,507开户流程验证,,,,,,,20220930090055.0,99990,A507,N,9999,0,,N,0^1^2^3,N,N,N,N
508,508开户流程验证,,,,,,,20221003091555.0,99990,A508,N,9999,0,,N,0^1^2^3,N,N,N,N
51,51自动,,,,,,,20220908104518.0,99990,RL51,N,9999,0,,N,0^1^2^3,N,N,N,N
512,512自动,,,,,,,20220916075305.0,99990,z512,N,9999,0,,N,0^1^2^3,N,N,N,N
517,517开户流程验证,,,,,,,20220907181005.0,99990,A517,N,9999,0,,N,0^1^2^3,N,N,N,N
519,519开户流程验证,,,,,,,20221003095155.0,99990,A519,N,9999,0,,N,0^1^2^3,N,N,N,N
520,520自动,,,,,,,20221006075255.0,99990,z520,N,9999,0,,N,0^1^2^3,N,N,N,N
521,521开户流程验证,,,,,,,20221013140912.0,99990,A521,N,9999,0,,N,0^1^2^3,N,N,N,N
522,522开户流程验证,,,,,,,20220921154125.0,99990,A522,N,9999,0,,N,0^1^2^3,N,N,N,N
526,526开户流程验证,,,,,,,20220907131545.0,99990,A526,N,9999,0,,N,0^1^2^3,N,N,N,N
5269,5269机构全称,,,,,,,20220905182552.0,99990,zff5269,N,9999,0,,N,0^1^2^3,N,N,N,N
53,53自动,,,,,,,20220907112525.0,99990,RL53,N,9999,0,,N,0^1^2^3,N,N,N,N
530,530自动,,,,,,,20220914105215.0,99990,z530,N,9999,0,,N,0^1^2^3,N,N,N,N
532,532开户流程验证,,,,,,,20220907173005.0,99990,A532,N,9999,0,,N,0^1^2^3,N,N,N,N
536,536自动,,,,,,,20220920132815.0,99990,z536,N,9999,0,,N,0^1^2^3,N,N,N,N
54,54自动,,,,,,,20220908155643.0,99990,RL54,N,9999,0,,N,0^1^2^3,N,N,N,N
5409,5409机构全称,,,,,,,20220906113733.0,99990,zff5409,N,9999,0,,N,0^1^2^3,N,N,N,N
541,541开户流程验证,,,,,,,20220930093155.0,99990,A541,N,9999,0,,N,0^1^2^3,N,N,N,N
542,542开户流程验证,,,,,,,20220920180553.0,99990,A542,N,9999,0,,N,0^1^2^3,N,N,N,N
543,543开户流程验证,,,,,,,20220914110005.0,99990,A543,N,9999,0,,N,0^1^2^3,N,N,N,N
546,546开户流程验证,,,,,,,20220928095155.0,99990,A546,N,9999,0,,N,0^1^2^3,N,N,N,N
550,550开户流程验证,,,,,,,20220908102324.0,99990,A550,N,9999,0,,N,0^1^2^3,N,N,N,N
553,553自动,,,,,,,20220914105215.0,99990,z553,N,9999,0,,N,0^1^2^3,N,N,N,N
558,558开户流程验证,,,,,,,20220928093155.0,99990,A558,N,9999,0,,N,0^1^2^3,N,N,N,N
563,563开户流程验证,,,,,,,20220928092855.0,99990,A563,N,9999,0,,N,0^1^2^3,N,N,N,N
567,567自动,,,,,,,20221007075255.0,99990,z567,N,9999,0,,N,0^1^2^3,N,N,N,N
568,568机构全称,,,,,,,20221011104835.0,99990,zf568,N,9999,0,,N,0^1^2^3,N,N,N,N
57,57自动,,,,,,,20220908104729.0,99990,RL57,N,9999,0,,N,0^1^2^3,N,N,N,N
571,571开户流程验证,,,,,,,20221010095155.0,99990,A571,N,9999,0,,N,0^1^2^3,N,N,N,N
572,572开户流程验证,,,,,,,20221005092255.0,99990,A572,N,9999,0,,N,0^1^2^3,N,N,N,N
574,574开户流程验证,,,,,,,20220927092855.0,99990,A574,N,9999,0,,N,0^1^2^3,N,N,N,N
575,575开户流程验证,,,,,,,20220922162815.0,99990,A575,N,9999,0,,N,0^1^2^3,N,N,N,N
576,576开户流程验证,,,,,,,20220907113855.0,99990,A576,N,9999,0,,N,0^1^2^3,N,N,N,N
582,582自动,,,,,,,20220914105104.0,99990,z582,N,9999,0,,N,0^1^2^3,N,N,N,N
583,583开户流程验证,,,,,,,20220921163205.0,99990,A583,N,9999,0,,N,0^1^2^3,N,N,N,N
585,585自动,,,,,,,20220928075255.0,99990,z585,N,9999,0,,N,0^1^2^3,N,N,N,N
587,587开户流程验证,,,,,,,20220922102835.0,99990,A587,N,9999,0,,N,0^1^2^3,N,N,N,N
59,59自动,,,,,,,20220907175824.0,99990,RL59,N,9999,0,,N,0^1^2^3,N,N,N,N
592,592开户流程验证,,,,,,,20220927090056.0,99990,A592,N,9999,0,,N,0^1^2^3,N,N,N,N
595,595开户流程验证,,,,,,,20220908112704.0,99990,A595,N,9999,0,,N,0^1^2^3,N,N,N,N
597,597开户流程验证,,,,,,,20220921090059.0,99990,A597,N,9999,0,,N,0^1^2^3,N,N,N,N
598,598开户流程验证,,,,,,,20220921151240.0,99990,A598,N,9999,0,,N,0^1^2^3,N,N,N,N
599,599开户流程验证,,,,,,,20221006092256.0,99990,A599,N,9999,0,,N,0^1^2^3,N,N,N,N
601,601开户流程验证,,,,,,,20220920113526.0,99990,A601,N,9999,0,,N,0^1^2^3,N,N,N,N
604,604自动,,,,,,,20220928075256.0,99990,z604,N,9999,0,,N,0^1^2^3,N,N,N,N
605,605开户流程验证,,,,,,,20220919180945.0,99990,A605,N,9999,0,,N,0^1^2^3,N,N,N,N
607,607自动,,,,,,,20220914105016.0,99990,z607,N,9999,0,,N,0^1^2^3,N,N,N,N
61,61自动,,,,,,,20220926094156.0,99990,RL61,N,9999,0,,N,0^1^2^3,N,N,N,N
611,611自动,,,,,,,20220914105105.0,99990,z611,N,9999,0,,N,0^1^2^3,N,N,N,N
613,613自动,,,,,,,20220916075306.0,99990,z613,N,9999,0,,N,0^1^2^3,N,N,N,N
617,617开户流程验证,,,,,,,20220919110222.0,99990,A617,N,9999,0,,N,0^1^2^3,N,N,N,N
618,618开户流程验证,,,,,,,20220928090056.0,99990,A618,N,9999,0,,N,0^1^2^3,N,N,N,N
6197,6197机构全称,,,,,,,20220906142600.0,99990,zff6197,N,9999,0,,N,0^1^2^3,N,N,N,N
62,62自动,,,,,,,20220908103948.0,99990,RL62,N,9999,0,,N,0^1^2^3,N,N,N,N
623,623开户流程验证,,,,,,,20220905172805.0,99990,A623,N,9999,0,,N,0^1^2^3,N,N,N,N
625,625开户流程验证,,,,,,,20220928095216.0,99990,A625,N,9999,0,,N,0^1^2^3,N,N,N,N
626,626开户流程验证,,,,,,,20220907181555.0,99990,A626,N,9999,0,,N,0^1^2^3,N,N,N,N
63,63自动,,,,,,,20220907111812.0,99990,RL63,N,9999,0,,N,0^1^2^3,N,N,N,N
630,630自动,,,,,,,20220914105016.0,99990,z630,N,9999,0,,N,0^1^2^3,N,N,N,N
633,633开户流程验证,,,,,,,20220907175616.0,99990,A633,N,9999,0,,N,0^1^2^3,N,N,N,N
636,636自动,,,,,,,20221006075256.0,99990,z636,N,9999,0,,N,0^1^2^3,N,N,N,N
639,639开户流程验证,,,,,,,20220908111916.0,99990,A639,N,9999,0,,N,0^1^2^3,N,N,N,N
64,64自动,,,,,,,20220907111247.0,99990,RL64,N,9999,0,,N,0^1^2^3,N,N,N,N
640,640开户流程验证,,,,,,,20221004095156.0,99990,A640,N,9999,0,,N,0^1^2^3,N,N,N,N
648,648开户流程验证,,,,,,,20220919095206.0,99990,A648,N,9999,0,,N,0^1^2^3,N,N,N,N
65,65自动,,,,,,,20220907111033.0,99990,RL65,N,9999,0,,N,0^1^2^3,N,N,N,N
650,650开户流程验证,,,,,,,20220908145316.0,99990,A650,N,9999,0,,N,0^1^2^3,N,N,N,N
6507,6507机构全称,,,,,,,20220905182425.0,99990,zff6507,N,9999,0,,N,0^1^2^3,N,N,N,N
652,652开户流程验证,,,,,,,20220929090056.0,99990,A652,N,9999,0,,N,0^1^2^3,N,N,N,N
653,653机构全称,,,,,,,20220919143245.0,99990,zf653,N,9999,0,,N,0^1^2^3,N,N,N,N
654,654开户流程验证,,,,,,,20220905160446.0,99990,A654,N,9999,0,,N,0^1^2^3,N,N,N,N
6565,5555,,,,,,,20220927155832.0,99990,asdf,N,9999,0,,N,S^F^C,Y,Y,N,N
659,659开户流程验证,,,,,,,20220907134636.0,99990,A659,N,9999,0,,N,0^1^2^3,N,N,N,N
6595,6595机构全称,,,,,,,20220906144244.0,99990,zff6595,N,9999,0,,N,0^1^2^3,N,N,N,N
66,66自动,,,,,,,20220907111932.0,99990,RL66,N,9999,0,,N,0^1^2^3,N,N,N,N
667,667开户流程验证,,,,,,,20221004092256.0,99990,A667,N,9999,0,,N,0^1^2^3,N,N,N,N
67,67自动,,,,,,,20220907111132.0,99990,RL67,N,9999,0,,N,0^1^2^3,N,N,N,N
673,673机构全称,,,,,,,20221011113906.0,99990,zf673,N,9999,0,,N,0^1^2^3,N,N,N,N
676,676自动,,,,,,,20220920132754.0,99990,z676,N,9999,0,,N,0^1^2^3,N,N,N,N
677,677自动,,,,,,,20220930075256.0,99990,z677,N,9999,0,,N,0^1^2^3,N,N,N,N
679,679自动,,,,,,,20220919075316.0,99990,z679,N,9999,0,,N,0^1^2^3,N,N,N,N
68,68自动,,,,,,,20220923094158.0,99990,RL68,N,9999,0,,N,0^1^2^3,N,N,N,N
681,681开户流程验证,,,,,,,20220926090056.0,99990,A681,N,9999,0,,N,0^1^2^3,N,N,N,N
683,683开户流程验证,,,,,,,20220908112645.0,99990,A683,N,9999,0,,N,0^1^2^3,N,N,N,N
686,686开户流程验证,,,,,,,20220907134656.0,99990,A686,N,9999,0,,N,0^1^2^3,N,N,N,N
69,69自动,,,,,,,20220921133343.0,99990,RL69,N,9999,0,,N,0^1^2^3,N,N,N,N
693,693开户流程验证,,,,,,,20220907134736.0,99990,A693,N,9999,0,,N,0^1^2^3,N,N,N,N
694,694开户流程验证,,,,,,,20220908110745.0,99990,A694,N,9999,0,,N,0^1^2^3,N,N,N,N
695,695开户流程验证,,,,,,,20221014105127.0,99990,A695,N,9999,0,,N,0^1^2^3,N,N,N,N
699,699开户流程验证,,,,,,,20221011092257.0,99990,A699,N,9999,0,,N,0^1^2^3,N,N,N,N
70,70自动,,,,,,,20220908161650.0,99990,RL70,N,9999,0,,N,0^1^2^3,N,N,N,N
700,700-全部权限,,,,,,,20220816100742.0,99990,bb,N,9999,0,,N,0^1^2^3,N,N,N,N
702,702自动,,,,,,,20220920132754.0,99990,z702,N,9999,0,,N,0^1^2^3,N,N,N,N
703,703开户流程验证,,,,,,,20220927093157.0,99990,A703,N,9999,0,,N,0^1^2^3,N,N,N,N
707,707开户流程验证,,,,,,,20220908111725.0,99990,A707,N,9999,0,,N,0^1^2^3,N,N,N,N
709,709自动,,,,,,,20221003075257.0,99990,z709,N,9999,0,,N,0^1^2^3,N,N,N,N
711,711开户流程验证,,,,,,,20220907134746.0,99990,A711,N,9999,0,,N,0^1^2^3,N,N,N,N
713,713开户流程验证,,,,,,,20220906172436.0,99990,A713,N,9999,0,,N,0^1^2^3,N,N,N,N
717,717自动,,,,,,,20220916075307.0,99990,z717,N,9999,0,,N,0^1^2^3,N,N,N,N
718,718开户流程验证,,,,,,,20220921160027.0,99990,A718,N,9999,0,,N,0^1^2^3,N,N,N,N
724,724开户流程验证,,,,,,,20221013093147.0,99990,A724,N,9999,0,,N,0^1^2^3,N,N,N,N
726,726开户流程验证,,,,,,,20220922164046.0,99990,A726,N,9999,0,,N,0^1^2^3,N,N,N,N
727,727自动,,,,,,,20220914105217.0,99990,z727,N,9999,0,,N,0^1^2^3,N,N,N,N
729,729自动,,,,,,,20221014075247.0,99990,z729,N,9999,0,,N,0^1^2^3,N,N,N,N
73,73自动,,,,,,,20220908104730.0,99990,RL73,N,9999,0,,N,0^1^2^3,N,N,N,N
730,730开户流程验证,,,,,,,20221003092257.0,99990,A730,N,9999,0,,N,0^1^2^3,N,N,N,N
731,731自动,,,,,,,20221003075257.0,99990,z731,N,9999,0,,N,0^1^2^3,N,N,N,N
734,734开户流程验证,,,,,,,20220906150916.0,99990,A734,N,9999,0,,N,0^1^2^3,N,N,N,N
739,739自动,,,,,,,20221013075247.0,99990,z739,N,9999,0,,N,0^1^2^3,N,N,N,N
743,743开户流程验证,,,,,,,20220929095207.0,99990,A743,N,9999,0,,N,0^1^2^3,N,N,N,N
7432,张永吉机构,,,,,,,20220908134032.0,99990,CROO,N,9999,0,,N,S^F,Y,Y,N,N
746,746开户流程验证,,,,,,,20220907112706.0,99990,A746,N,9999,0,,N,0^1^2^3,N,N,N,N
748,748开户流程验证,,,,,,,20220906150547.0,99990,A748,N,9999,0,,N,0^1^2^3,N,N,N,N
75,75自动,,,,,,,20220921141222.0,99990,RL75,N,9999,0,,N,0^1^2^3,N,N,N,N
753,753开户流程验证,,,,,,,20220908111827.0,99990,A753,N,9999,0,,N,0^1^2^3,N,N,N,N
757,757开户流程验证,,,,,,,20221011143322.0,99990,A757,N,9999,0,,N,0^1^2^3,N,N,N,N
759,759自动,,,,,,,20220921153016.0,99990,z759,N,9999,0,,N,0^1^2^3,N,N,N,N
76,76自动,,,,,,,20220921141742.0,99990,RL76,N,9999,0,,N,0^1^2^3,N,N,N,N
760,760开户流程验证,,,,,,,20220907181717.0,99990,A760,N,9999,0,,N,0^1^2^3,N,N,N,N
761,761开户流程验证,,,,,,,20221010095217.0,99990,A761,N,9999,0,,N,0^1^2^3,N,N,N,N
762,762开户流程验证,,,,,,,20220908150347.0,99990,A762,N,9999,0,,N,0^1^2^3,N,N,N,N
766,766开户流程验证,,,,,,,20220921154357.0,99990,A766,N,9999,0,,N,0^1^2^3,N,N,N,N
77,77自动,,,,,,,20220921135559.0,99990,RL77,N,9999,0,,N,0^1^2^3,N,N,N,N
770,770自动,,,,,,,20220919075307.0,99990,z770,N,9999,0,,N,0^1^2^3,N,N,N,N
771,771开户流程验证,,,,,,,20220927095157.0,99990,A771,N,9999,0,,N,0^1^2^3,N,N,N,N
775,775自动,,,,,,,20220914105106.0,99990,z775,N,9999,0,,N,0^1^2^3,N,N,N,N
777,777,,,,,,,20220927200408.0,99990,asda,N,9999,0,,N,0^1^2^3,N,N,N,N
7777,7777,,,,,,,20220930112850.0,99990,7777,N,9999,0,,N,0^1^2^3,N,N,N,N
7797,7797机构全称,,,,,,,20220905175258.0,99990,zff7797,N,9999,0,,N,0^1^2^3,N,N,N,N
78,78自动,,,,,,,20220908104426.0,99990,RL78,N,9999,0,,N,0^1^2^3,N,N,N,N
780,780自动,,,,,,,20221013075247.0,99990,z780,N,9999,0,,N,0^1^2^3,N,N,N,N
781,781开户流程验证,,,,,,,20220923092857.0,99990,A781,N,9999,0,,N,0^1^2^3,N,N,N,N
783,783开户流程验证,,,,,,,20220907133557.0,99990,A783,N,9999,0,,N,0^1^2^3,N,N,N,N
785,785开户流程验证,,,,,,,20220907175417.0,99990,A785,N,9999,0,,N,0^1^2^3,N,N,N,N
786,786开户流程验证,,,,,,,20220922174837.0,99990,A786,N,9999,0,,N,0^1^2^3,N,N,N,N
787878,同步机构,,,,,,,20220801190527.0,99990,YYUI,N,9999,0,,N,S^F,Y,Y,N,N
789,789开户流程验证,,,,,,,20221013090047.0,99990,A789,N,9999,0,,N,0^1^2^3,N,N,N,N
79,79自动,,,,,,,20220919153946.0,99990,RL79,N,9999,0,,N,0^1^2^3,N,N,N,N
792,792开户流程验证,,,,,,,20220920105312.0,99990,A792,N,9999,0,,N,0^1^2^3,N,N,N,N
793,793自动,,,,,,,20220929075257.0,99990,z793,N,9999,0,,N,0^1^2^3,N,N,N,N
797,797自动,,,,,,,20220921153016.0,99990,z797,N,9999,0,,N,0^1^2^3,N,N,N,N
80,80自动,,,,,,,20220908153442.0,99990,RL80,N,9999,0,,N,0^1^2^3,N,N,N,N
800,800自动,,,,,,,20220914105148.0,99990,z800,N,9999,0,,N,0^1^2^3,N,N,N,N
801,801开户流程验证,,,,,,,20220923090058.0,99990,A801,N,9999,0,,N,0^1^2^3,N,N,N,N
803,803开户流程验证,,,,,,,20220927091558.0,99990,A803,N,9999,0,,N,0^1^2^3,N,N,N,N
804,804开户流程验证,,,,,,,20221007093158.0,99990,A804,N,9999,0,,N,0^1^2^3,N,N,N,N
81,81自动,,,,,,,20220907112423.0,99990,RL81,N,9999,0,,N,0^1^2^3,N,N,N,N
810,810开户流程验证,,,,,,,20220919181847.0,99990,A810,N,9999,0,,N,0^1^2^3,N,N,N,N
811,811开户流程验证,,,,,,,20220907150557.0,99990,A811,N,9999,0,,N,0^1^2^3,N,N,N,N
814,814开户流程验证,,,,,,,20220908095208.0,99990,A814,N,9999,0,,N,0^1^2^3,N,N,N,N
815,815权限测试,,,,,,,20220815164701.0,IMShisdata,815,N,9999,0,,N,0^1^2^3,N,N,N,N
815csjg,IMStongbu,,,,,,,20220816171220.0,IMShisdata,csjg,N,9999,0,,N,0^1^2^3,N,N,N,N
816,816自动,,,,,,,20221011075258.0,99990,z816,N,9999,0,,N,0^1^2^3,N,N,N,N
818,818开户流程验证,,,,,,,20220920144817.0,99990,A818,N,9999,0,,N,0^1^2^3,N,N,N,N
819,819自动,,,,,,,20220929075258.0,99990,z819,N,9999,0,,N,0^1^2^3,N,N,N,N
82,82自动,,,,,,,20220921134153.0,99990,RL82,N,9999,0,,N,0^1^2^3,N,N,N,N
824,824自动,,,,,,,20220914105148.0,99990,z824,N,9999,0,,N,0^1^2^3,N,N,N,N
826,826jigou,,,,,,,20220826112931.0,99990,uwtG,N,9999,0,,N,S^F,Y,Y,N,N
827,827自动,,,,,,,20220914105018.0,99990,z827,N,9999,0,,N,0^1^2^3,N,N,N,N
829,829开户流程验证,,,,,,,20220908150538.0,99990,A829,N,9999,0,,N,0^1^2^3,N,N,N,N
831cs,831测试机构,,,,,,,20220831134208.0,99990,popo,N,9999,0,,N,S^F,Y,Y,N,N
833,833开户流程验证,,,,,,,20220921180747.0,99990,A833,N,9999,0,,N,0^1^2^3,N,N,N,N
835,835开户流程验证,,,,,,,20220922163837.0,99990,A835,N,9999,0,,N,0^1^2^3,N,N,N,N
837,837开户流程验证,,,,,,,20220920150943.0,99990,A837,N,9999,0,,N,0^1^2^3,N,N,N,N
839,839自动,,,,,,,20220920132756.0,99990,z839,N,9999,0,,N,0^1^2^3,N,N,N,N
840,840自动,,,,,,,20221014075248.0,99990,z840,N,9999,0,,N,0^1^2^3,N,N,N,N
841,841机构全称,,,,,,,20220920134443.0,99990,zf841,N,9999,0,,N,0^1^2^3,N,N,N,N
849,849开户流程验证,,,,,,,20220907172828.0,99990,A849,N,9999,0,,N,0^1^2^3,N,N,N,N
85,85自动,,,,,,,20220908104207.0,99990,RL85,N,9999,0,,N,0^1^2^3,N,N,N,N
851,851开户流程验证,,,,,,,20220919182603.0,99990,A851,N,9999,0,,N,0^1^2^3,N,N,N,N
852,852开户流程验证,,,,,,,20220923093158.0,99990,A852,N,9999,0,,N,0^1^2^3,N,N,N,N
853,853开户流程验证,,,,,,,20220929095228.0,99990,A853,N,9999,0,,N,0^1^2^3,N,N,N,N
855,855机构全称,,,,,,,20220920134805.0,99990,zf855,N,9999,0,,N,0^1^2^3,N,N,N,N
8569,8569,,,,,,,20221008102854.0,99990,WSXC,N,9999,0,,N,S^F^C,Y,Y,N,N
86,86自动,,,,,,,20221010094148.0,99990,RL86,N,9999,0,,N,0^1^2^3,N,N,N,N
860,860开户流程验证,,,,,,,20220922135918.0,99990,A860,N,9999,0,,N,0^1^2^3,N,N,N,N
862,862开户流程验证,,,,,,,20220907181658.0,99990,A862,N,9999,0,,N,0^1^2^3,N,N,N,N
86386,5任trtby,,,,,,,20220908161617.0,99990,41444,N,9999,0,,N,0^1^2^3,N,N,N,N
873,873开户流程验证,,,,,,,20220920132618.0,99990,A873,N,9999,0,,N,0^1^2^3,N,N,N,N
878,878自动,,,,,,,20220923075258.0,99990,z878,N,9999,0,,N,0^1^2^3,N,N,N,N
886,886开户流程验证,,,,,,,20220907135458.0,99990,A886,N,9999,0,,N,0^1^2^3,N,N,N,N
888,hazel测试机构A,,,,,,,20220605154710.0,99990,haze,N,9999,0,,N,S^F,Y,Y,N,N
8888,88测试机构,,,,,,,20220926150503.0,IMShisdata,88,N,9999,0,,N,0^1^2^3,N,N,N,N
889,889开户流程验证,,,,,,,20220920145358.0,99990,A889,N,9999,0,,N,0^1^2^3,N,N,N,N
893,893自动,,,,,,,20221003075258.0,99990,z893,N,9999,0,,N,0^1^2^3,N,N,N,N
8955,8955机构全称,,,,,,,20220914142949.0,99990,zff8955,N,9999,0,,N,0^1^2^3,N,N,N,N
897,897开户流程验证,,,,,,,20221013091549.0,99990,A897,N,9999,0,,N,0^1^2^3,N,N,N,N
899,899自动,,,,,,,20220923075259.0,99990,z899,N,9999,0,,N,0^1^2^3,N,N,N,N
89ceshi,89测试,,,,,,,20220817192241.0,IMShisdata,cshi,N,9999,0,,N,0^1^2^3,N,N,N,N
90,90自动,,,,,,,20220921141624.0,99990,RL90,N,9999,0,,N,0^1^2^3,N,N,N,N
904,904自动,,,,,,,20220922093749.0,99990,z904,N,9999,0,,N,0^1^2^3,N,N,N,N
907,907开户流程验证,,,,,,,20220922093159.0,99990,A907,N,9999,0,,N,0^1^2^3,N,N,N,N
909,909开户流程验证,,,,,,,20220907172338.0,99990,A909,N,9999,0,,N,0^1^2^3,N,N,N,N
9090,场外融券机构,,,,,,,20220811193443.0,IMShisdata,YYUO,N,9999,0,,N,0^1^2^3,N,N,N,N
911,911开户流程验证,,,,,,,20220930091559.0,99990,A911,N,9999,0,,N,0^1^2^3,N,N,N,N
916,916开户流程验证,,,,,,,20220907153248.0,99990,A916,N,9999,0,,N,0^1^2^3,N,N,N,N
919,919机构全称,,,,,,,20221011105159.0,99990,zf919,N,9999,0,,N,0^1^2^3,N,N,N,N
92,92机构全称,,,,,,,20220914154758.0,99990,zff92,N,9999,0,,N,0^1^2^3,N,N,N,N
920,920自动,,,,,,,20220914105219.0,99990,z920,N,9999,0,,N,0^1^2^3,N,N,N,N
923,923开户流程验证,,,,,,,20221011092849.0,99990,A923,N,9999,0,,N,0^1^2^3,N,N,N,N
925,925开户流程验证,,,,,,,20220926095219.0,99990,A925,N,9999,0,,N,0^1^2^3,N,N,N,N
927,927开户流程验证,,,,,,,20220908145619.0,99990,A927,N,9999,0,,N,0^1^2^3,N,N,N,N
928,928开户流程验证,,,,,,,20221010093149.0,99990,A928,N,9999,0,,N,0^1^2^3,N,N,N,N
93,93自动,,,,,,,20220907111118.0,99990,RL93,N,9999,0,,N,0^1^2^3,N,N,N,N
930,930开户流程验证,,,,,,,20221010092849.0,99990,A930,N,9999,0,,N,0^1^2^3,N,N,N,N
932,932自动,,,,,,,20220914105108.0,99990,z932,N,9999,0,,N,0^1^2^3,N,N,N,N
9338,9338机构全称,,,,,,,20220905175133.0,99990,zff9338,N,9999,0,,N,0^1^2^3,N,N,N,N
934,934开户流程验证,,,,,,,20220922111859.0,99990,A934,N,9999,0,,N,0^1^2^3,N,N,N,N
938,938开户流程验证,,,,,,,20220929092259.0,99990,A938,N,9999,0,,N,0^1^2^3,N,N,N,N
9399,9399机构全称,,,,,,,20220906150952.0,99990,zff9399,N,9999,0,,N,0^1^2^3,N,N,N,N
940,940开户流程验证,,,,,,,20220920095658.0,99990,A940,N,9999,0,,N,0^1^2^3,N,N,N,N
944,944开户流程验证,,,,,,,20221011090049.0,99990,A944,N,9999,0,,N,0^1^2^3,N,N,N,N
945,945自动,,,,,,,20220921153017.0,99990,z945,N,9999,0,,N,0^1^2^3,N,N,N,N
948,948开户流程验证,,,,,,,20220930092259.0,99990,A948,N,9999,0,,N,0^1^2^3,N,N,N,N
95,95自动,,,,,,,20220907111906.0,99990,RL95,N,9999,0,,N,0^1^2^3,N,N,N,N
952,952自动,,,,,,,20220922093749.0,99990,z952,N,9999,0,,N,0^1^2^3,N,N,N,N
954,954自动,,,,,,,20220926075259.0,99990,z954,N,9999,0,,N,0^1^2^3,N,N,N,N
955,955开户流程验证,,,,,,,20220907132509.0,99990,A955,N,9999,0,,N,0^1^2^3,N,N,N,N
956,956机构全称,,,,,,,20220919143315.0,99990,zf956,N,9999,0,,N,0^1^2^3,N,N,N,N
957,957开户流程验证,,,,,,,20220907114229.0,99990,A957,N,9999,0,,N,0^1^2^3,N,N,N,N
96,96自动,,,,,,,20221004094153.0,99990,RL96,N,9999,0,,N,0^1^2^3,N,N,N,N
962,962开户流程验证,,,,,,,20220922174638.0,99990,A962,N,9999,0,,N,0^1^2^3,N,N,N,N
965,965开户流程验证,,,,,,,20220906151129.0,99990,A965,N,9999,0,,N,0^1^2^3,N,N,N,N
966,966开户流程验证,,,,,,,20220914100458.0,99990,A966,N,9999,0,,N,0^1^2^3,N,N,N,N
969,969开户流程验证,,,,,,,20220908145849.0,99990,A969,N,9999,0,,N,0^1^2^3,N,N,N,N
97,97自动,,,,,,,20220921140615.0,99990,RL97,N,9999,0,,N,0^1^2^3,N,N,N,N
973,973自动,,,,,,,20220921075259.0,99990,z973,N,9999,0,,N,0^1^2^3,N,N,N,N
976,976机构全称,,,,,,,20221011105519.0,99990,zf976,N,9999,0,,N,0^1^2^3,N,N,N,N
979,979自动,,,,,,,20220920132757.0,99990,z979,N,9999,1,,N,0^1^2^3,N,N,N,N
98,98自动,,,,,,,20220907111327.0,99990,RL98,N,9999,0,,N,0^1^2^3,N,N,N,N
980,980机构全称,,,,,,,20221011130909.0,99990,zf980,N,9999,0,,N,0^1^2^3,N,N,N,N
982,982自动,,,,,,,20220929075259.0,99990,z982,N,9999,0,,N,0^1^2^3,N,N,N,N
983,983开户流程验证,,,,,,,20220907135129.0,99990,A983,N,9999,0,,N,0^1^2^3,N,N,N,N
9846,9846机构全称,,,,,,,20220905174958.0,99990,zff9846,N,9999,0,,N,0^1^2^3,N,N,N,N
985,985开户流程验证,,,,,,,20220920090059.0,99990,A985,N,9999,0,,N,0^1^2^3,N,N,N,N
9869,9869,,,,,,,20221012194248.0,99990,llkj,N,9999,0,,N,S^F^C,Y,Y,N,N
987,987自动,,,,,,,20220914105149.0,99990,z987,N,9999,0,,N,0^1^2^3,N,N,N,N
99,99自动,,,,,,,20220907111441.0,99990,RL99,N,9999,0,,N,0^1^2^3,N,N,N,N
991,991机构全称,,,,,,,20221011150749.0,99990,zf991,N,9999,0,,N,0^1^2^3,N,N,N,N
994,994自动,,,,,,,20220921075259.0,99990,z994,N,9999,0,,N,0^1^2^3,N,N,N,N
997,997开户流程验证,,,,,,,20220921151000.0,99990,A997,N,9999,0,,N,0^1^2^3,N,N,N,N
999,hazel测试B,,,,,,,20220606100029.0,99990,hazb,N,9999,0,,N,S^F,Y,Y,N,N
999333,999333,,,,,,,20220908162416.0,99990,llloo,N,9999,0,,N,0^1^2^3,N,N,N,N
99966,888555,,,,,,,20220908161921.0,99990,opop,N,9999,0,,N,0^1^2^3,N,N,N,N
999666,888,,,,,,,20220908161735.0,99990,888,N,9999,0,,N,0^1^2^3,N,N,N,N
ANAN,ANAN,,,,,,,20220913142004.0,99990,ANAN,N,9999,0,,N,S^F,Y,Y,N,N
apexCdt,顶点两融测试,,,,,,,20220526135054.0,99990,APEX,N,9999,0,,N,S^F,Y,Y,N,N
APEY,顶点两融测试2,,,,,,,20220701095234.0,99990,APEY,N,9999,0,,N,S^F,Y,Y,N,N
Asbl,Asbl,,17600119999,,,,,20220829164504.0,IMShisdata,Asbl,N,9999,0,,N,0^1^2^3,N,N,N,N
A机构,A机构,,,,,,,20220419180454.0,99990,SEAA,N,9999,0,,N,S^F,Y,Y,N,N
Bsbl,Bsbl,,,,,,,20220718145544.0,99990,Bsbl,N,9999,0,,N,0^1^2^3,N,N,N,N
BYCS,BYCS,,,,,,,20220831102652.0,IMShisdata,BYCS,N,9999,0,,N,0^1^2^3,N,N,N,N
