productNum,productId,productName,productFullName,institutionID,productQuota,NAV,productType,openDate,endDate,currencyIdList,IPOCurrencyIdList,exchIdList,productStatus,ReckoningFlag,memo,inputTime,optId,repoInterFlag,setupBegintime,setupEndTime,closeBeginTime,closeEndTime,TradeOrderFlag,MessageOptIdList,isAuto,TradeInstituTionId,PermitFlag,OddAmt,FileOrderFlag,CurrentAsset,APIServiceFlag,instructNoOrderFlag,IOPV,Otherpayables,assetInvestType,reckoningCheckFlag,investType,TAType,investArea,fundWorkType,fundID,groupValuation,acctCheckList,stkCheckList,usableCheckMode,stkValuationMode,NAVCalPrecision,settleNo,CFETSId,defaultProductAcct,defaultPortfolio
98,,lisx2,lisx2,JGJG2,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220525142820,99990,0,-1,-1,-1,-1,0,,N,JGJG2,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
99,,lisx3,lisx3,JGJG3,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220525142838,99990,0,-1,-1,-1,-1,0,,N,JGJG3,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
100,,顶点两融产品,顶点两融产品,apexCdt,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220526144112,99990,0,-1,-1,-1,-1,0,,N,apexCdt,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
101,,pt526test,pt526test,xx,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220526173159,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
102,S05270,S052701,S05270123,DSST,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220527132247,99990,0,-1,-1,-1,-1,0,,N,DSST,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
103,,仿真期货ctppx,仿真期货ctppx,POC_JG,99999.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220527150137,99990,0,-1,-1,-1,-1,0,,N,POC_JG,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
104,,信用,信用,QQZQ,10000.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220531233133,99990,0,-1,-1,-1,-1,0,,N,QQZQ,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,-1,-1
105,,qh0601,qh0601,xx,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220601162229,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
106,,0601test,0601test,xx,0.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220601184402,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
107,,pt0601,pt0601,xx,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220601201732,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
108,,lisx期货,lisx期货,JGJG2,0.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220602140825,99990,0,-1,-1,-1,-1,0,,N,JGJG2,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
109,,hazel测试产品,hazel测试产品,888,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220605153642,99990,0,-1,-1,-1,-1,0,,N,888,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
110,,hazel测试B,hazel测试B,999,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220606104048,99990,0,-1,-1,-1,-1,0,,N,999,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
113,,qh0607,qh0607,haha,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220607102520,haha000,0,-1,-1,-1,-1,0,,N,haha,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
114,S06070,S06070,S06070123,DSSC,0.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220607143232,99990,0,-1,-1,-1,-1,0,,N,DSSC,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
115,,xh+qh66,xh+qh66,xx,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220607151032,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
116,888,cremains_机构,cremains_机构,A机构,0.0,1.0,1,-1,-1,RMB,RMB,ALL,2,2,,20220607212228,99990,0,-1,-1,-1,-1,0,,N,A机构,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,2,1,,1,ALL,ALL,0,0,4,,,0,-1
117,,YYY,YYY,YYYY,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220608102326,99990,0,-1,-1,-1,-1,0,,N,YYYY,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
118,,cremains,cremains,DEMO,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220608163520,99990,0,-1,-1,-1,-1,0,,N,DEMO,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,2,1,,1,ALL,ALL,0,0,4,,,0,-1
121,,hazel测试C,hazel测试C,100,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220609103759,99990,0,-1,-1,-1,-1,0,,N,100,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
124,S06160,S06160,S06160123,DSSC,0.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220616104209,99990,0,-1,-1,-1,-1,0,,N,DSSC,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
125,,KJMG-产品,KJMG-产品,KJMG,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220624192708,99990,0,-1,-1,-1,-1,0,,N,KJMG,N,0.0,1,201023850.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
126,,KJGG-,KJGG-,KJGG,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220624194206,99990,0,-1,-1,-1,-1,0,,N,KJGG,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
127,,KJHS,KJHS,KJHS,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220624194435,99990,0,-1,-1,-1,-1,0,,N,KJHS,N,0.0,1,1088788.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
128,000004,ceshi003,ceshi003,ZK000001,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220627101614,99990,0,-1,-1,-1,-1,0,,N,ZK000001,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
129,,A产品,A产品,TEST,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220628153322,99990,0,-1,-1,-1,-1,0,,N,TEST,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
130,,B产品,B产品,TEST,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220628153330,99990,0,-1,-1,-1,-1,0,,N,TEST,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
131,,C产品,C产品,TEST,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220628153340,99990,0,-1,-1,-1,-1,0,,N,TEST,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
132,,FIXAC-KJ,FIXAC-KJ,FIXAC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220629174145,99990,0,-1,-1,-1,-1,0,,N,FIXAC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
133,,港股测试,港股测试,POC_JG,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220630144908,99990,0,-1,-1,-1,-1,0,,N,POC_JG,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
134,,顶点两融测试产品2,顶点两融两融测试产品2,APEY,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220701100123,99990,0,-1,-1,-1,-1,0,,N,APEY,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
135,,HTCS,HTCS,POC_JG,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220701175713,99990,0,-1,-1,-1,-1,0,,N,POC_JG,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
136,,ZJCFCS,ZJCFCS,POC_JG,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220701175825,99990,0,-1,-1,-1,-1,0,,N,POC_JG,N,0.0,1,9341710597.95,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
137,,跨境港股融券交易,跨境港股融券交易,KJRQ,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220706184546,99990,0,-1,-1,-1,-1,0,,N,KJRQ,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
138,,123,123,888,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220707000000,99990,0,-1,-1,-1,-1,0,,N,888,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
139,,华泰2410测试,华泰2410测试,POC_JG,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220711175249,99990,0,-1,-1,-1,-1,0,,N,POC_JG,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
140,00001,0000,0000,0001,0.0,1.0,1,-1,-1,RMB,RMB,,2,0,122,20220930174730,gscfCY,0,-1,-1,-1,-1,0,,1,0001,0,0.0,1,0.0,N,1,1.0,0.0,,0,1,98,0,1,,1,ALL,ALL,0,0,4,,,-1,-1
141,0002,0002,0002,0001,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220712144851,99990,0,-1,-1,-1,-1,0,,N,0001,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
142,0712,测试期货,测试期货,0712,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220712145803,99990,0,-1,-1,-1,-1,0,,N,0712,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
143,0718,期货A-测试,期货A,0718,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718102636,99990,0,-1,-1,-1,-1,0,,N,IMS0718,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
144,859,融入方A,融入方A,TOB,0.0,1.0,1,-1,-1,RMB,RMB,,2,0,,20220818134915,99990,0,-1,-1,-1,-1,0,,1,TOB,0,,1,0.0,N,1,1.0,,,0,1,98,0,1,,1,ALL,ALL,0,0,4,,,-1,-1
145,,SBL2.0,SBL2.0,ZY,0.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220718142155,99990,0,-1,-1,-1,-1,0,,N,ZY,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
146,,TOOB1,TOOB1,TOOB,0.0,1.0,1,-1,-1,RMB,RMB,,2,1,,20220728121830,99990,0,-1,-1,-1,-1,0,,1,TOOB,0,,1,0.0,N,0,1.0,,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,-1,-1
147,,tooc,tooc,TOOC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718143937,99990,0,-1,-1,-1,-1,0,,N,TOOC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
148,,Asbl,Asbl,Asbl,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718150128,99990,0,-1,-1,-1,-1,0,,N,Asbl,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
149,,Bsbl,Bsbl,Bsbl,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718150154,99990,0,-1,-1,-1,-1,0,,N,Bsbl,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
150,,Csbl,Csbl,Csbl,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718150210,99990,0,-1,-1,-1,-1,0,,N,Csbl,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
151,ZKA01,ZKA01,ZKA01,ZKHTKH,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718150435,99990,0,-1,-1,-1,-1,0,,N,ZKHTKH,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
152,ZKA02,ZKA02,ZKA02,ZKHTKH,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718150448,99990,0,-1,-1,-1,-1,0,,N,ZKHTKH,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
153,ZKB01,ZKB01,ZKB01,ZKHTZY,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718150507,99990,0,-1,-1,-1,-1,0,,N,ZKHTZY,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
154,ZKC01,ZKC01,ZKC01,ZKZGTD,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718150523,99990,0,-1,-1,-1,-1,0,,N,ZKZGTD,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
155,,中金测试,中金测试,POC_JG,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220718150756,99990,0,-1,-1,-1,-1,0,,N,POC_JG,N,0.0,1,53250.0,N,N,1.0,0.0,,1,1,01,0,1,,1,ALL,ALL,0,0,4,,,0,-1
156,yyj001,yyj001,yyj001,yyj000,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220719131845,99990,0,-1,-1,-1,-1,0,,N,yyj000,N,0.0,1,200374828.22,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
157,C07190,中金财富C账户,中金财富C账户,DSSC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220719143049,99990,0,-1,-1,-1,-1,0,,N,DSSC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
158,HT0000,华泰约券C账户废弃,华泰约券C账户,DSSC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220719164445,99990,0,-1,-1,-1,-1,0,,N,DSSC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,-1,-1
159,HT0719,HT约券C账户,HT约券C账户,DSSC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220719170405,99990,0,-1,-1,-1,-1,0,,N,DSSC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
160,S07200,中金财富C账号,中金财富C账号,DSSC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220720140654,99990,0,-1,-1,-1,-1,0,,N,DSSC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
161,,合约A0721,合约A0721,xx,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220721194834,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
162,,对冲B0721,对冲B0721,xx,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220721195356,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
163,,IMSTOB01,IMSTOB01,TOB,0.0,1.0,1,-1,-1,RMB,RMB,0^1,2,1,,20220728121231,99990,0,-1,-1,-1,-1,0,,1,TOB,0,0.0,1,0.0,N,1,1.0,0.0,,1,1,01,0,1,,0,ALL,ALL,0,0,4,,,201,220
164,B2,TOOB2,TOOB2,TOOB,0.0,1.0,1,-1,-1,RMB,RMB,,2,1,,20220728121820,99990,0,-1,-1,-1,-1,0,,1,TOOB,0,,0,2226106882.84,N,0,1.0,,,1,1,01,0,1,,1,ALL,ALL,0,0,4,,,202,221
165,,TOOC2,TOOC2,TOOC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220728122401,99990,0,-1,-1,-1,-1,0,,N,TOOC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
166,S0728,跨境测试,跨境测试1,DSSC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220728152458,99990,0,-1,-1,-1,-1,0,,N,DSSC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
167,,跨境_CP,跨境纳斯达克,IN_1,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220728152927,99990,0,-1,-1,-1,-1,0,,N,IN_1,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
168,,港股测试28,港股测试28,FIXAC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220728155027,99990,0,-1,-1,-1,-1,0,,N,FIXAC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
169,,合约A,合约A,xx,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220729103414,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
170,,合约B,合约B,xx,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220729103901,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
171,,对冲C,对冲C,xx,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220729104324,99990,0,-1,-1,-1,-1,0,,N,xx,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
172,,A产品,A产品,ZJCF,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220729122922,99990,0,-1,-1,-1,-1,0,,N,ZJCF,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,01,0,1,,1,ALL,ALL,0,0,4,,,0,-1
173,,B产品,B产品,ZJCF,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220729122935,99990,0,-1,-1,-1,-1,0,,N,ZJCF,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,01,0,1,,1,ALL,ALL,0,0,4,,,0,-1
174,,C产品,C产品,ZJCF,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220729122950,99990,0,-1,-1,-1,-1,0,,N,ZJCF,N,0.0,1,11344050918.46,N,N,1.0,0.0,,1,1,01,0,1,,1,ALL,ALL,0,0,4,,,0,-1
175,TOOD,TOOD,TOOD,TOOD,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220729175605,99990,0,-1,-1,-1,-1,0,,N,TOOD,N,0.0,1,2226106882.84,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
176,,海通现货,海通现货,GWHT,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220802134013,99990,0,-1,-1,-1,-1,0,,N,GWHT,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
177,ZDPRO1,ZD产品1号,ZD产品1号全称,ZD,5000000.0,0.0,1,-1,-1,RMB,RMB,,2,0,,20220804131051,99990,0,-1,-1,-1,-1,0,,1,ZD,0,,1,0.0,N,0,0.0,,,0,1,01,2,1,,0,ALL,ALL,0,0,4,,,216,235
178,ZDPRO2,ZD产品2号,ZD产品2号全称,ZD,9000000.0,0.0,1,-1,-1,RMB,RMB,,2,1,,20220804131058,99990,0,-1,-1,-1,-1,0,,1,ZD,0,,0,0.0,N,0,0.0,,,1,1,98,0,2,,1,ALL,ALL,0,0,4,,,217,236
179,123123,211,211,1111,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808141757,99990,0,-1,-1,-1,-1,0,,N,1111,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
180,123456,212,212,2222,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808141838,99990,0,-1,-1,-1,-1,0,,N,2222,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
181,123789,213,213,3333,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808141854,99990,0,-1,-1,-1,-1,0,,N,3333,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
182,,INTL,INTL,INTL,0.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220808144124,99990,0,-1,-1,-1,-1,0,,N,INTL,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
183,,HL场外融券,HL场外融券,20228801,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808144613,99990,0,-1,-1,-1,-1,0,,N,20228801,0,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,-1,-1
184,,INTL,INTL,INTL,0.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220808144748,99990,0,-1,-1,-1,-1,0,,N,INTL,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
185,,QAX,QAX,QAX,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808145708,99990,0,-1,-1,-1,-1,0,,N,QAX,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
186,,QAXB,QAXB,QAX,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808150639,99990,0,-1,-1,-1,-1,0,,N,QAX,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
187,,QAXC,QAXC,QAX,0.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220808151031,99990,0,-1,-1,-1,-1,0,,N,QAX,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
188,,JIAA,JIAA,JIAA,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808152049,99990,0,-1,-1,-1,-1,0,,N,JIAA,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
189,,JIBB,JIBB,JIBB,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808152502,99990,0,-1,-1,-1,-1,0,,N,JIBB,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
190,,JICC,JICC,JICC,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808153312,99990,0,-1,-1,-1,-1,0,,N,JICC,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
191,, HL场外融券B机构, HL场外融券B机构,20228802,0.0,1.0,1,-1,-1,RMB,RMB,,2,1,,20220808161831,99990,0,-1,-1,-1,-1,0,,1,20228802,0,0.0,0,0.0,N,0,1.0,0.0,,1,1,01,0,1,,1,ALL,ALL,0,0,4,,,233,255
192,,HL场外融券C机构,HL场外融券C机构,20228803,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220808162000,99990,0,-1,-1,-1,-1,0,,N,20228803,0,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,256,-1
193,0808,ZNKP测试,ZNKP测试,0718,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220809094325,99990,0,-1,-1,-1,-1,0,,N,0718,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
194,,ZNKP测试1,ZNKP测试1,0718,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220809151714,99990,0,-1,-1,-1,-1,0,,N,0718,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
195,,777,777777,0,0.0,0.0,1,-1,-1,RMB,RMB,,2,2,,20220809162807,99990,0,-1,-1,-1,-1,0,,N,0,N,0.0,1,0.0,N,N,0.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
196,1515,A机构融入方,A机构融入方,TOB,0.0,1.0,1,-1,-1,RMB,RMB,,2,0,,20220818132313,99990,0,-1,-1,-1,-1,0,,1,TOB,0,,1,0.0,N,1,1.0,,,0,1,98,0,1,,1,ALL,ALL,0,0,4,,,-1,-1
197,5656,B机构（海通）,B机构（海通）,9090,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220810145122,99990,0,-1,-1,-1,-1,0,,N,9090,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
198,2525,C机构（三方）,C机构（三方）,9090,0.0,1.0,1,-1,-1,RMB,RMB,,2,2,,20220810145209,99990,0,-1,-1,-1,-1,0,,N,9090,N,0.0,1,0.0,N,N,1.0,0.0,,1,1,98,0,1,,1,ALL,ALL,0,0,4,,,0,-1
199,,报告下载产品,报告下载产品,33,0.0,1.0,1,-1,-1,RMB,RMB,,2,1,,20220811144801,99990,0,-1,-1,-1,-1,0,,1,33,0,,0,0.0,N,0,1.0,,,1,1,01,0,1,,1,ALL,ALL,0,0,4,,33199,243,266
